date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:27:02	271969/271969	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2021%20Mar%202023%2022:28:34%20GMT	https://cdn.shopify.com/s/files/1/0402/4431/4268/t/2/assets/assets.js?v=105510446675000544581591178291	C:/My%20Web%20Sites/test/cdn.shopify.com/s/files/1/0402/4431/4268/t/2/assets/assets76e5.js	(from https://theme870-car-dealer.myshopify.com/)
00:27:03	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20Mar%202023%2023:25:14%20GMT	http://cdn.shopify.com/s/files/1/0402/4431/4268/t/2/assets/shop.js?v=168507314930733035241656105590	C:/My%20Web%20Sites/test/cdn.shopify.com/s/files/1/0402/4431/4268/t/2/assets/shopc4bd.js	(from https://theme870-car-dealer.myshopify.com/)
00:27:03	7057/7057	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2024%20Mar%202023%2019:13:56%20GMT	https://cdn.shopify.com/s/files/1/0402/4431/4268/t/2/assets/lazysizes.min.js?v=35890577942795198701591178298	C:/My%20Web%20Sites/test/cdn.shopify.com/s/files/1/0402/4431/4268/t/2/assets/lazysizes.minb980.js	(from https://theme870-car-dealer.myshopify.com/)
00:27:04	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20Mar%202023%2023:25:15%20GMT	http://cdn.shopify.com/s/files/1/0402/4431/4268/t/2/assets/header-script.js?v=118018423452900079651591178311	C:/My%20Web%20Sites/test/cdn.shopify.com/s/files/1/0402/4431/4268/t/2/assets/header-scriptae37.js	(from https://theme870-car-dealer.myshopify.com/)
00:27:04	37677/37677	---MCZ	200	added ('OK')	text/javascript	date:Sat,%2025%20Mar%202023%2021:03:57%20GMT	https://cdn.shopify.com/s/files/1/0402/4431/4268/t/2/assets/shop.js?v=168507314930733035241656105590	C:/My%20Web%20Sites/test/cdn.shopify.com/s/files/1/0402/4431/4268/t/2/assets/shopc4bd.js	(from https://theme870-car-dealer.myshopify.com/)
00:27:04	5199/5199	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2013%20Mar%202023%2019:24:58%20GMT	https://cdn.shopify.com/s/files/1/0402/4431/4268/t/2/assets/header-script.js?v=118018423452900079651591178311	C:/My%20Web%20Sites/test/cdn.shopify.com/s/files/1/0402/4431/4268/t/2/assets/header-scriptae37.js	(from https://theme870-car-dealer.myshopify.com/)
00:27:04	560/560	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2013%20Mar%202023%2017:10:04%20GMT	https://cdn.shopify.com/shopifycloud/checkout-web/assets/checkout-web-packages-packages_checkout-react-html_src_hooks_title_ts.latest.en.3457953d3abd1b694aa5.js	C:/My%20Web%20Sites/test/cdn.shopify.com/shopifycloud/checkout-web/assets/checkout-web-packages-packages_checkout-react-html_src_hooks_title_ts.latest.en.3457953d3abd1b694aa5.js	(from https://theme870-car-dealer.myshopify.com/)
00:27:04	22267/22267	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2020%20Mar%202023%2018:40:31%20GMT	https://cdn.shopify.com/shopifycloud/checkout-web/assets/vendors-node_modules_shopify_verdict_build_esm_runtimes_browser_index_mts_js.latest.en.f6f2083a5fb187836a1f.js	C:/My%20Web%20Sites/test/cdn.shopify.com/shopifycloud/checkout-web/assets/vendors-node_modules_shopify_verdict_build_esm_runtimes_browser_index_mts_js.latest.en.f6f2083a5fb187836a1f.js	(from https://theme870-car-dealer.myshopify.com/)
00:27:04	45546/45546	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2023%20Mar%202023%2018:43:21%20GMT	https://cdn.shopify.com/shopifycloud/checkout-web/assets/app_components_AddressForm_AddressForm_tsx-app_components_Step_Step_tsx-app_utilities_receipt-224401.latest.en.4747372e22db875703db.js	C:/My%20Web%20Sites/test/cdn.shopify.com/shopifycloud/checkout-web/assets/app_components_AddressForm_AddressForm_tsx-app_components_Step_Step_tsx-app_utilities_receipt-224401.latest.en.4747372e22db875703db.js	(from https://theme870-car-dealer.myshopify.com/)
00:27:05	135196/135196	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2023%20Mar%202023%2015:51:45%20GMT	https://cdn.shopify.com/shopifycloud/checkout-web/assets/Information.latest.en.a92c6393efdf7eca7776.js	C:/My%20Web%20Sites/test/cdn.shopify.com/shopifycloud/checkout-web/assets/Information.latest.en.a92c6393efdf7eca7776.js	(from https://theme870-car-dealer.myshopify.com/)
00:27:05	269964/269964	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2024%20Mar%202023%2016:21:33%20GMT	https://cdn.shopify.com/shopifycloud/checkout-web/assets/checkout-web-ui-packages_checkout-web-ui_src_styles_global_css_ts-packages_checkout-web-ui_sr-f3f6da.latest.en.9485535dd42019abdc65.js	C:/My%20Web%20Sites/test/cdn.shopify.com/shopifycloud/checkout-web/assets/checkout-web-ui-packages_checkout-web-ui_src_styles_global_css_ts-packages_checkout-web-ui_sr-f3f6da.latest.en.9485535dd42019abdc65.js	(from https://theme870-car-dealer.myshopify.com/)
00:27:05	149379/149379	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2021%20Mar%202023%2018:28:26%20GMT	https://cdn.shopify.com/shopifycloud/checkout-web/assets/vendors-node_modules_bugsnag_js_browser_notifier_js-node_modules_shopify_checkout-telemetry-a-bcfa0a.latest.en.76e3b4e8263395030c2a.js	C:/My%20Web%20Sites/test/cdn.shopify.com/shopifycloud/checkout-web/assets/vendors-node_modules_bugsnag_js_browser_notifier_js-node_modules_shopify_checkout-telemetry-a-bcfa0a.latest.en.76e3b4e8263395030c2a.js	(from https://theme870-car-dealer.myshopify.com/)
00:27:05	62376/62376	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2024%20Mar%202023%2019:07:51%20GMT	https://cdn.shopify.com/shopifycloud/checkout-web/assets/checkout-web-packages-packages_card-fields-react_src_hook_ts-packages_checkout-graphql_src_in-92a386.latest.en.40e83ddcb8f9b41cd7eb.js	C:/My%20Web%20Sites/test/cdn.shopify.com/shopifycloud/checkout-web/assets/checkout-web-packages-packages_card-fields-react_src_hook_ts-packages_checkout-graphql_src_in-92a386.latest.en.40e83ddcb8f9b41cd7eb.js	(from https://theme870-car-dealer.myshopify.com/)
00:27:05	118411/118411	---MCZ	200	added ('OK')	text/css	date:Thu,%2023%20Mar%202023%2016:37:58%20GMT	https://cdn.shopify.com/shopifycloud/checkout-web/assets/vendors-node_modules_bugsnag_js_browser_notifier_js-node_modules_shopify_checkout-telemetry-a-bcfa0a.latest.en.8c0b196b1266e3d98c49.css	C:/My%20Web%20Sites/test/cdn.shopify.com/shopifycloud/checkout-web/assets/vendors-node_modules_bugsnag_js_browser_notifier_js-node_modules_shopify_checkout-telemetry-a-bcfa0a.latest.en.8c0b196b1266e3d98c49.css	(from https://theme870-car-dealer.myshopify.com/)
00:27:06	5959/5959	---MCZ	200	added ('OK')	text/css	date:Mon,%2020%20Mar%202023%2016:10:06%20GMT	https://cdn.shopify.com/shopifycloud/checkout-web/assets/app.latest.en.2be3d1dbd237dec31a85.css	C:/My%20Web%20Sites/test/cdn.shopify.com/shopifycloud/checkout-web/assets/app.latest.en.2be3d1dbd237dec31a85.css	(from https://theme870-car-dealer.myshopify.com/)
00:27:06	45689/45689	---MCZ	404	error ('Not%20Found')	text/html	etag:cacheable:04f8260c92708e7a5b0ce6f0e4725005	https://theme870-car-dealer.myshopify.com/GET	C:/My%20Web%20Sites/test/theme870-car-dealer.myshopify.com/GET	(from https://theme870-car-dealer.myshopify.com/)
00:27:06	1922/1922	---MCZ	200	added ('OK')	text/javascript	date:Sat,%2025%20Mar%202023%2021:43:52%20GMT	https://cdn.shopify.com/shopifycloud/storefront-recaptcha-v3/v0.6/index.js	C:/My%20Web%20Sites/test/cdn.shopify.com/shopifycloud/storefront-recaptcha-v3/v0.6/index.js	(from https://theme870-car-dealer.myshopify.com/)
00:27:07	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20Mar%202023%2023:25:18%20GMT	http://cdn.shopify.com/shopifycloud/shopify/assets/storefront/load_feature-e154599399e6b8b29dcb1102cc76eb199fa33a09af4fa78d15e8f8544ee64fcd.js	C:/My%20Web%20Sites/test/cdn.shopify.com/shopifycloud/shopify/assets/storefront/load_feature-e154599399e6b8b29dcb1102cc76eb199fa33a09af4fa78d15e8f8544ee64fcd.js	(from https://theme870-car-dealer.myshopify.com/)
00:27:08	10292/10292	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2013%20Mar%202023%2017:24:18%20GMT	https://cdn.shopify.com/shopifycloud/shopify/assets/storefront/load_feature-e154599399e6b8b29dcb1102cc76eb199fa33a09af4fa78d15e8f8544ee64fcd.js	C:/My%20Web%20Sites/test/cdn.shopify.com/shopifycloud/shopify/assets/storefront/load_feature-e154599399e6b8b29dcb1102cc76eb199fa33a09af4fa78d15e8f8544ee64fcd.js	(from https://theme870-car-dealer.myshopify.com/)
00:27:08	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20Mar%202023%2023:25:19%20GMT	http://cdn.shopify.com/shopifycloud/shopify/assets/storefront/features-87e8399988880142f2c62771b9d8f2ff6c290b3ff745dd426eb0dfe0db9d1dae.js	C:/My%20Web%20Sites/test/cdn.shopify.com/shopifycloud/shopify/assets/storefront/features-87e8399988880142f2c62771b9d8f2ff6c290b3ff745dd426eb0dfe0db9d1dae.js	(from https://theme870-car-dealer.myshopify.com/)
00:27:08	37632/37632	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2013%20Mar%202023%2017:37:14%20GMT	https://cdn.shopify.com/shopifycloud/shopify/assets/storefront/features-87e8399988880142f2c62771b9d8f2ff6c290b3ff745dd426eb0dfe0db9d1dae.js	C:/My%20Web%20Sites/test/cdn.shopify.com/shopifycloud/shopify/assets/storefront/features-87e8399988880142f2c62771b9d8f2ff6c290b3ff745dd426eb0dfe0db9d1dae.js	(from https://theme870-car-dealer.myshopify.com/)
00:27:08	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20Mar%202023%2023:25:20%20GMT	http://cdn.shopify.com/s/files/1/0402/4431/4268/t/2/compiled_assets/styles.css?496	C:/My%20Web%20Sites/test/cdn.shopify.com/s/files/1/0402/4431/4268/t/2/compiled_assets/stylesb534.css	(from https://theme870-car-dealer.myshopify.com/)
00:27:08	337/337	---MCZ	200	added ('OK')	text/css	date:Fri,%2024%20Mar%202023%2010:58:54%20GMT	https://cdn.shopify.com/s/files/1/0402/4431/4268/t/2/compiled_assets/styles.css?496	C:/My%20Web%20Sites/test/cdn.shopify.com/s/files/1/0402/4431/4268/t/2/compiled_assets/stylesb534.css	(from https://theme870-car-dealer.myshopify.com/)
00:27:09	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20Mar%202023%2023:25:20%20GMT	http://cdn.shopify.com/s/files/1/0402/4431/4268/t/2/compiled_assets/scripts.js?496	C:/My%20Web%20Sites/test/cdn.shopify.com/s/files/1/0402/4431/4268/t/2/compiled_assets/scriptsb534.js	(from https://theme870-car-dealer.myshopify.com/)
00:27:09	44337/44337	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2021%20Mar%202023%2022:28:34%20GMT	https://cdn.shopify.com/s/files/1/0402/4431/4268/t/2/compiled_assets/scripts.js?496	C:/My%20Web%20Sites/test/cdn.shopify.com/s/files/1/0402/4431/4268/t/2/compiled_assets/scriptsb534.js	(from https://theme870-car-dealer.myshopify.com/)
00:27:09	45689/45689	---MCZ	404	error ('Not%20Found')	text/html	etag:cacheable:04f8260c92708e7a5b0ce6f0e4725005	https://theme870-car-dealer.myshopify.com/POST	C:/My%20Web%20Sites/test/theme870-car-dealer.myshopify.com/POST	(from https://theme870-car-dealer.myshopify.com/)
00:27:09	108972/108972	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2021%20Mar%202023%2015:22:10%20GMT	https://cdn.shopify.com/s/trekkie.storefront.144c9c0d827c884b75ff3515cb639eb5627ce766.min.js	C:/My%20Web%20Sites/test/cdn.shopify.com/s/trekkie.storefront.144c9c0d827c884b75ff3515cb639eb5627ce766.min.js	(from https://theme870-car-dealer.myshopify.com/)
00:27:10	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20Mar%202023%2023:25:21%20GMT	http://cdn.shopify.com/shopifycloud/shopify/assets/shop_events_listener-65cd0ba3fcd81a1df33f2510ec5bcf8c0e0958653b50e3965ec972dd638ee13f.js	C:/My%20Web%20Sites/test/cdn.shopify.com/shopifycloud/shopify/assets/shop_events_listener-65cd0ba3fcd81a1df33f2510ec5bcf8c0e0958653b50e3965ec972dd638ee13f.js	(from https://theme870-car-dealer.myshopify.com/)
00:27:11	8318/8318	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2013%20Mar%202023%2017:21:58%20GMT	https://cdn.shopify.com/shopifycloud/shopify/assets/shop_events_listener-65cd0ba3fcd81a1df33f2510ec5bcf8c0e0958653b50e3965ec972dd638ee13f.js	C:/My%20Web%20Sites/test/cdn.shopify.com/shopifycloud/shopify/assets/shop_events_listener-65cd0ba3fcd81a1df33f2510ec5bcf8c0e0958653b50e3965ec972dd638ee13f.js	(from https://theme870-car-dealer.myshopify.com/)
00:27:11	59535/59535	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2013%20Mar%202023%2017:20:41%20GMT	https://cdn.shopify.com/shopifycloud/boomerang/shopify-boomerang-1.0.0.min.js	C:/My%20Web%20Sites/test/cdn.shopify.com/shopifycloud/boomerang/shopify-boomerang-1.0.0.min.js	(from https://theme870-car-dealer.myshopify.com/)
00:27:11	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20Mar%202023%2023:25:23%20GMT	http://cdn.shopify.com/s/files/1/0402/4431/4268/t/2/assets/shopify_logo.gif?v=11597415176960689371591178300	C:/My%20Web%20Sites/test/cdn.shopify.com/s/files/1/0402/4431/4268/t/2/assets/shopify_logo9896.gif	(from https://theme870-car-dealer.myshopify.com/)
00:27:12	12306/12306	---M--	200	added ('OK')	image/gif	date:Sat,%2025%20Mar%202023%2023:25:23%20GMT	https://cdn.shopify.com/s/files/1/0402/4431/4268/t/2/assets/shopify_logo.gif?v=11597415176960689371591178300	C:/My%20Web%20Sites/test/cdn.shopify.com/s/files/1/0402/4431/4268/t/2/assets/shopify_logo9896.gif	(from https://theme870-car-dealer.myshopify.com/)
00:27:12	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20Mar%202023%2023:25:24%20GMT	http://cdn.shopify.com/s/javascripts/currencies.js	C:/My%20Web%20Sites/test/cdn.shopify.com/s/javascripts/currencies.js	(from https://theme870-car-dealer.myshopify.com/)
00:27:12	106306/106306	---MCZ	200	added ('OK')	text/html	etag:cacheable:ec2244284b9b513ca5e0782ff3cd7bef	https://theme870-car-dealer.myshopify.com/collections/car-rental	C:/My%20Web%20Sites/test/theme870-car-dealer.myshopify.com/collections/car-rental.html	(from https://theme870-car-dealer.myshopify.com/)
00:27:12	2500/2500	---MCZ	200	added ('OK')	text/javascript	date:Sat,%2025%20Mar%202023%2010:20:35%20GMT	https://cdn.shopify.com/s/javascripts/currencies.js	C:/My%20Web%20Sites/test/cdn.shopify.com/s/javascripts/currencies.js	(from https://theme870-car-dealer.myshopify.com/)
00:27:13	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20Mar%202023%2023:25:24%20GMT	http://cdn.shopify.com/s/files/1/0402/4431/4268/t/2/assets/currency-tools.js?v=56053141205250997201591178292	C:/My%20Web%20Sites/test/cdn.shopify.com/s/files/1/0402/4431/4268/t/2/assets/currency-toolsf07e.js	(from https://theme870-car-dealer.myshopify.com/)
00:27:13	6954/6954	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2024%20Mar%202023%2010:58:54%20GMT	https://cdn.shopify.com/s/files/1/0402/4431/4268/t/2/assets/currency-tools.js?v=56053141205250997201591178292	C:/My%20Web%20Sites/test/cdn.shopify.com/s/files/1/0402/4431/4268/t/2/assets/currency-toolsf07e.js	(from https://theme870-car-dealer.myshopify.com/)
00:27:13	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20Mar%202023%2023:25:25%20GMT	http://cdn.shopify.com/s/files/1/0402/4431/4268/files/Logo_160x50_crop_center@2x.png?v=1613730014	C:/My%20Web%20Sites/test/cdn.shopify.com/s/files/1/0402/4431/4268/files/Logo_160x50_crop_center@2x969f.png	(from https://theme870-car-dealer.myshopify.com/)
00:27:14	4740/4740	---M--	200	added ('OK')	image/png	date:Sat,%2025%20Mar%202023%2023:25:25%20GMT	https://cdn.shopify.com/s/files/1/0402/4431/4268/files/Logo_160x50_crop_center@2x.png?v=1613730014	C:/My%20Web%20Sites/test/cdn.shopify.com/s/files/1/0402/4431/4268/files/Logo_160x50_crop_center@2x969f.png	(from https://theme870-car-dealer.myshopify.com/)
00:27:14	56885/56885	---MCZ	200	added ('OK')	text/html	etag:cacheable:3a9ff48ad0d8aa3aac660c60cbdaf810	https://theme870-car-dealer.myshopify.com/pages/wishlist	C:/My%20Web%20Sites/test/theme870-car-dealer.myshopify.com/pages/wishlist.html	(from https://theme870-car-dealer.myshopify.com/)
00:27:14	0/0	---MC-	302	error ('Found')	text/html	date:Sat,%2025%20Mar%202023%2023:25:26%20GMT	https://theme870-car-dealer.myshopify.com/account	C:/My%20Web%20Sites/test/theme870-car-dealer.myshopify.com/account.30.delayed	(from https://theme870-car-dealer.myshopify.com/)
00:27:15	60461/60461	---MCZ	200	added ('OK')	text/html	etag:cacheable:faa9d1a6a3f416ee129687fe5bca3e7d	https://theme870-car-dealer.myshopify.com/account/login?return_url=%2Faccount	C:/My%20Web%20Sites/test/theme870-car-dealer.myshopify.com/account/login4236.html	(from https://theme870-car-dealer.myshopify.com/)
00:27:15	52566/52566	---MCZ	200	added ('OK')	text/html	etag:cacheable:3e78827c8aa7a84ee8306c8ad9bb033c	https://theme870-car-dealer.myshopify.com/cart	C:/My%20Web%20Sites/test/theme870-car-dealer.myshopify.com/cart.html	(from https://theme870-car-dealer.myshopify.com/)
00:27:16	0/0	---MC-	302	error ('Found')	text/html	date:Sat,%2025%20Mar%202023%2023:25:27%20GMT	https://theme870-car-dealer.myshopify.com/?key=3e853c5aab42010e267c786c82282ea97c1f3440c5bd965e05c7fc183b14da03&preview_theme_id=100696162460	C:/My%20Web%20Sites/test/theme870-car-dealer.myshopify.com/index074d.html	(from https://theme870-car-dealer.myshopify.com/)
00:27:16	109885/109885	---MCZ	200	added ('OK')	text/html	etag:cacheable:ca35acefded20f1fa09992af07d45e72	https://theme870-car-dealer.myshopify.com/collections/all	C:/My%20Web%20Sites/test/theme870-car-dealer.myshopify.com/collections/all.html	(from https://theme870-car-dealer.myshopify.com/)
00:27:16	0/0	---MC-	302	error ('Found')	text/html	date:Sat,%2025%20Mar%202023%2023:25:28%20GMT	https://theme870-car-dealer.myshopify.com/?_ab=0&_fd=0&_sc=1&preview_theme_id=126390042780	C:/My%20Web%20Sites/test/theme870-car-dealer.myshopify.com/index9e04.html	(from https://theme870-car-dealer.myshopify.com/)
00:27:17	184807/184807	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Mar%202023%2023:25:28%20GMT	https://theme870-car-dealer.myshopify.com/pages/section-all	C:/My%20Web%20Sites/test/theme870-car-dealer.myshopify.com/pages/section-all.html	(from https://theme870-car-dealer.myshopify.com/)
00:27:17	69208/69208	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Mar%202023%2023:25:28%20GMT	https://theme870-car-dealer.myshopify.com/pages/ontact-us	C:/My%20Web%20Sites/test/theme870-car-dealer.myshopify.com/pages/ontact-us.html	(from https://theme870-car-dealer.myshopify.com/)
00:27:17	81706/81706	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Mar%202023%2023:25:29%20GMT	https://theme870-car-dealer.myshopify.com/pages/about-us	C:/My%20Web%20Sites/test/theme870-car-dealer.myshopify.com/pages/about-us.html	(from https://theme870-car-dealer.myshopify.com/)
00:27:18	68308/68308	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Mar%202023%2023:25:29%20GMT	https://theme870-car-dealer.myshopify.com/blogs/news	C:/My%20Web%20Sites/test/theme870-car-dealer.myshopify.com/blogs/news.html	(from https://theme870-car-dealer.myshopify.com/)
00:27:18	122961/122961	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Mar%202023%2023:25:29%20GMT	https://theme870-car-dealer.myshopify.com/collections/new-cars	C:/My%20Web%20Sites/test/theme870-car-dealer.myshopify.com/collections/new-cars.html	(from https://theme870-car-dealer.myshopify.com/)
00:27:19	127680/127680	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Mar%202023%2023:25:30%20GMT	https://theme870-car-dealer.myshopify.com/collections/used-cars	C:/My%20Web%20Sites/test/theme870-car-dealer.myshopify.com/collections/used-cars.html	(from https://theme870-car-dealer.myshopify.com/)
00:27:19	123565/123565	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Mar%202023%2023:25:30%20GMT	https://theme870-car-dealer.myshopify.com/collections/auto-parts	C:/My%20Web%20Sites/test/theme870-car-dealer.myshopify.com/collections/auto-parts.html	(from https://theme870-car-dealer.myshopify.com/)
00:27:19	127239/127239	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Mar%202023%2023:25:31%20GMT	https://theme870-car-dealer.myshopify.com/collections/accessories	C:/My%20Web%20Sites/test/theme870-car-dealer.myshopify.com/collections/accessories.html	(from https://theme870-car-dealer.myshopify.com/)
00:27:20	124424/124424	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Mar%202023%2023:25:31%20GMT	https://theme870-car-dealer.myshopify.com/collections/car-services	C:/My%20Web%20Sites/test/theme870-car-dealer.myshopify.com/collections/car-services.html	(from https://theme870-car-dealer.myshopify.com/)
00:27:20	123435/123435	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Mar%202023%2023:25:31%20GMT	https://theme870-car-dealer.myshopify.com/collections/sale	C:/My%20Web%20Sites/test/theme870-car-dealer.myshopify.com/collections/sale.html	(from https://theme870-car-dealer.myshopify.com/)
00:27:21	121985/121985	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Mar%202023%2023:25:32%20GMT	https://theme870-car-dealer.myshopify.com/collections/car-repair	C:/My%20Web%20Sites/test/theme870-car-dealer.myshopify.com/collections/car-repair.html	(from https://theme870-car-dealer.myshopify.com/)
00:27:22	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20Mar%202023%2023:25:33%20GMT	http://cdn.shopify.com/s/files/1/0402/4431/4268/files/banner_1_200x117_crop_center.png?v=1613730015	C:/My%20Web%20Sites/test/cdn.shopify.com/s/files/1/0402/4431/4268/files/banner_1_200x117_crop_center.405002.delayed	(from https://theme870-car-dealer.myshopify.com/)
00:27:22	127750/127750	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Mar%202023%2023:25:33%20GMT	https://theme870-car-dealer.myshopify.com/collections/car-selling	C:/My%20Web%20Sites/test/theme870-car-dealer.myshopify.com/collections/car-selling.html	(from https://theme870-car-dealer.myshopify.com/)
00:27:23	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20Mar%202023%2023:25:34%20GMT	http://cdn.shopify.com/s/files/1/0402/4431/4268/files/banner_1_880x500_crop_center.png?v=1613730015	C:/My%20Web%20Sites/test/cdn.shopify.com/s/files/1/0402/4431/4268/files/banner_1_880x500_crop_center5002.png	(from https://theme870-car-dealer.myshopify.com/)
00:27:23	35886/35886	---M--	200	added ('OK')	image/png	date:Sat,%2025%20Mar%202023%2023:25:34%20GMT	https://cdn.shopify.com/s/files/1/0402/4431/4268/files/banner_1_200x117_crop_center.png?v=1613730015	C:/My%20Web%20Sites/test/cdn.shopify.com/s/files/1/0402/4431/4268/files/banner_1_200x117_crop_center5002.png	(from https://theme870-car-dealer.myshopify.com/)
